Institution,Rue,Lieu,ZIP,Email,Tel
Museumsgesellschaft Zürich / Bibliothek,Limmatquai 62,Zürich,8001,bibliothek@mug.ch,+41 44 254 50 05
Ortsgeschichtliches Archiv / Ortsmuseum Küsnacht,Tobelweg 1,Küsnacht ZH,8700,info@ortsmuseum-kuesnacht.ch,+41 44 910 59 70
Pädagogische Hochschule Zürich / Bibliothek PH Zürich,Lagerstrasse 2,Zürich,8090,bibliothek@phzh.ch,+41 43 305 66 00
Paläontologisches Institut und Museum der Universität / Bibliothek,Karl Schmid-Strasse 4,Zürich,8006,bibliothek@pim.uzh.ch,+41 44 634 23 39
PBZ Pestalozzi-Bibliothek Zürich,Zähringerstrasse 17,Zürich,8022,info@pbz.ch,+41 44 204 96 96
Philosophisches Seminar der Universität Zürich / Bibliothek,Rämistr. 71 / Raum F114,Zürich,8006,philbib@philos.uzh.ch,+41 44 634 45 36
Phonetisches Laboratorium der Universität Zürich / Bibliothek,Rämistrasse 71,Zürich,8006,schmidst@pholab.uzh.ch,+41 44 634 30 01
"Primarschule Wetzikon, Bibliothek",Guldisloostrasse 1,Wetzikon,8620,urs.kienast@wetzikon.ch,+41 44 931 23 28
"Pro Infirmis, Historisches Archiv",Feldeggstrasse 71,Zürich,8032,contact@proinfirmis.ch,+41 58 775 20 00
Pro Senectute Bibliothek,Bederstrasse 33,Zürich,8002,bibliothek@prosenectute.ch,+41 44 283 89 81
Psychologisches Institut der Universität Zürich Bibliothek,Binzmühlestrasse 14/2,Zürich,8050,bibliothek@psychologie.uzh.ch,+41 44 635 71 71
Radgenossenschaft der Landstrasse / Archiv und Dokumentationszentrum,Hermetschloosstrasse 73,Zürich,8048,info@radgenossenschaft.ch,+41 44 432 54 44
Rechtswissenschaftliches Institut der Universität Zürich / Bibliothek,Rämistrasse 74 / 27,Zürich,8001,bibliothek@rwi.uzh.ch,+41 44 634 30 99
Relimedia,Gemeindestrasse 11,Zürich,8032,info@relimedia.ch,+41 44 522 26 60
Rheumaliga Schweiz / Dokumentation,Josefstrasse 92,Zürich,8005,info@rheumaliga.ch,+41 44 487 40 00
Romanisches Seminar der Universität / Bibliothek,Zürichbergstrasse 8,Zürich,8028,bibliothek@rom.uzh.ch,+41 44 634 36 15
Schul- und Gemeindebibliothek,Schulstrasse 27,Wiesendangen,8542,bibliothek@wiesendangen,+41 52 337 20 72
Schul- und Gemeindebibliothek Glattfelden,Dorfstrasse 61,Glattfelden,8192,bibliothek@schule-glattfelden.ch,+41 44 867 13 55
Schul- und Gemeindebibliothek Rorbas,Schulhausstrasse 10,Rorbas,8427,bibliothek-rft@bluewin.ch,+41 44 865 07 81
Schweizer Tanzarchiv,Limmatstrasse 265,Zürich,8005,info@tanzarchiv.ch,+41 43 205 29 02
"Schweizerische Nationalbank, Archiv",Börsenstrasse 15,Zürich,8022,Archiv@snb.ch,+41 44 631 34 55
Schweizerische Nationalbank Bibliothek,Börsenstrasse 15,Zürich,8022,library@snb.ch,+41 58 631 11 50
Schweizerische Normen-Vereinigung (SNV),Bürglistrasse 29,Winterthur,8400,info@snv.ch,+41 52 224 54 54
Schweizerische Stiftung für die Photographie,Grüzenstrasse 45,Winterthur,8400,info@fotostiftung.ch,+41 52 234 10 30
Schweizerische Textilfachschule STF,Hallwylstrasse 71,Zürich,8004,info@stf.ch,+41 44 360 41 51
Schweizerischer Israelitischer Gemeindebund (SIG) / Dokumentation,Gotthardstrasse 65,Zürich,8027,info@swissjews.org,+41 43 305 07 77
Schweizerisches Institut für Kinder- und Jugendmedien SIKJM - Bibliothek,Georgengasse 6,Zürich,8006,bibliothek@sikjm.ch,+41 43 268 23 10
Schweizerisches Nationalmuseum / Landesmuseum Zürich / Bibliothek,Museumstrasse 2,Zürich,8021,bibliothek@nationalmuseum.ch,+41 44 218 65 31
Schweizerisches Sozialarchiv,Stadelhoferstrasse 12,Zürich,8001,kontakt@sozialarchiv.ch,+41 43 268 87 50
Schwubliothek / Bibliothek der HAZ - Queer Zürich,Sihlquai 67,Zürich,8005,schwubliothek@haz.ch,+41 44 271 22 50
Seminar für Allgemeine und Vergleichende Literaturwissenschaft der Universität Zürich / Bibliothek,Plattenstrasse 43,Zürich,8032,mnebel@komp.uzh.ch,+41 44 634 35 35
Seminar für Griechische und Lateinische Philologie / Bibliothek Abteilung Antike,Rämistrasse 68,Zürich,8001,bibliothek@sglp.uzh.ch,+41 44 634 20 41
SIK-ISEA Schweizerisches Institut für Kunstwissenschaft,Zollikerstrasse 32,Zürich,8032,sik@sik-isea.ch,+41 44 388 51 51
Slavisches Seminar der Universität / Bibliothek,Plattenstrasse 43,Zürich,8032,bibliothek@slav.uzh.ch,+41 44 634 35 18
Sozialdepartement der Stadt Zürich / Informationszentrum,Werdstrasse 75,Zürich,8036,izs@zuerich.ch,+41 44 412 70 00
"Sozialversicherungsgericht des Kantons Zürich, Bibliothek",Lagerhausstrasse 19,Winterthur,8401,mail@svger-zh.ch,+41 52 268 10 10
Soziologisches Institut Bibliothek,Andreasstrasse 15,Zürich,8050,bibsoz@soziologie.uzh.ch,+41 44 635 23 88
Staatsarchiv des Kantons Zürich,Winterthurerstrasse 170,Zürich,8057,staatsarchivzh@ji.zh.ch,+41 43 258 50 00
Stadt Zürich Geomatik + Vermessung,Weberstrasse 5,Zürich,8004,geoz@zuerich.ch,+41 44 412 42 56
Stadt- und Regionalbibliothek Dietikon,Bremgartnerstrasse 20,Dietikon,8953,bibliothek@dietikon.ch,+41 44 744 36 36
Stadt- und Regionalbibliothek Uster,Bankstrasse 17,Uster,8610,info@stadtbibliothek-uster.ch,+41 44 944 77 50
Stadtarchiv und Kläui Bibliothek,Bahnhofstrasse 17,Uster,8610,stadtarchiv@uster.ch,+41 44 944 72 24
Stadtbibliothek Bülach,Marktgasse 35,Buelach,8180,werner.oetiker@bluewin.ch,+41 79 254 25 86
Stadtbibliothek Dübendorf,Bettlistrasse 22,Dübendorf,8600,stadtbibliothek@duebendorf.ch,+41 44 801 83 53
Stadtbibliothek Winterthur,Obere Kirchgasse 6,Winterthur,8401,stadtbibliothek@win.ch,+41 52 267 51 48
Stadtspital Triemli Medizinische Bibliothek,Birmensdorferstrassse 497,Zürich,8063,bibliothek@triemli.zuerich.ch,+41 44 416 50 20
Stadtspital Waid / Bibliothek,Tièchestrasse 99,Zürich,8037,bibliothek@waid.zuerich.ch,+41 44 366 21 80
Statistisches Seminar / Bibliothek,c/o Sozialökonomisches Institut der Universität / Rämistrasse 71,Zürich,8006,soilib@soi.uzh.ch,+41 44 634 21 37
Stiftung Gottfried-Keller-Zentrum,Gottfried Keller-Strasse 8,Glattfelden,8192,info@gkz.ch,+41 44 867 22 32
Stiftung Hilfswerk der Evangelischen Kirchen Schweiz (HEKS),Seminarstrasse 28,Zürich,8042,direktion@heks.ch,+41 44 360 88 00
Switzerland Global Enterprise (S-GE),Stampfenbachstrasse 85,Zürich,8006,info@s-ge.com,+41 44 365 51 51
Tamedia AG Unternehmensarchiv,Werdstrasse 21,Zürich,8021,sandra.reisinger@tamedia.ch,+41 44 248 41 00
Theologisches Seminar der Universität Zürich / Bibliothek,Kirchgasse 9,Zürich,8001,bibliothek@theol.uzh.ch,+41 44 634 47 15
Thomas Mann-Archiv,"Leopold-Ruzicka-Weg 4, Gebäude HCP/G",Zürich,8093,tma@library.ethz.ch,+41 44 632 40 45
Tibet-Institut / Bibliothek,Wildbergstrasse,Rikon,8486,bibliothek@tibet-institut.ch,+41 52 383 17 29
Tonhalle-Gesellschaft / Bibliothek,Tonhalle Maag / Zahnradstrasse 22,Zürich,8005,orchesterbibliothek@tonhalle.ch,+41 44 206 34 49
Tox Info Suisse,Freiestrasse 16,Zürich,8032,Daniele.Chanson@toxinfo.ch,+41 44 251 66 66
Universität Zürich Bibliothek der Vetsuisse Fakultät,Winterthurerstrasse 260,Zürich,8057,services@vetbiblio.uzh.ch,+41 44 635 81 25
Universität Zürich / Bibliothek für Volkswirtschaft,Rämistrasse 71,Zürich,8006,library@econ.uzh.ch,+41 44 634 21 37
Universität Zürich / EBPI / Bibliothek,Hirschengraben 84,Zürich,8001,bibliothek@ebpi.uzh.ch,+41 44 634 46 26
Universität Zürich Hauptbibliothek - Medizin Careum,Gloriastrasse 16,Zürich,8006,medizin@hbz.uzh.ch,+41 44 634 50 50
Universität Zürich Hauptbibliothek - Naturwissenschaften,Winterthurerstrasse 190,Zürich,8057,naturwissenschaften@hbz.uzh.ch,+41 44 635 41 51
Universität Zürich - Institut für Archäologie / Fachbereich Klassische Archäologie / Bibliothek,Rämistrasse 73,Zürich,8006,archinst@archinst.uzh.ch,+41 44 634 28 11
Universität Zürich / Institut für Erziehungswissenschaft / Bibliothek,Freiestrasse 36,Zürich,8032,bibl@ife.uzh.ch,+41 44 634 27 65
Universität Zürich: Phonogrammarchiv,Rämistrasse 71,Zürich,8006,kontakt@paz.uzh.ch,+41 44 634 39 90
Universitäts-Kinderspital Zürich - Bibliothek,Steinwiesstrasse 75,Zürich,8032,kispi.bibliothek@kispi.uzh.ch,+41 44 266 72 45
Unternehmensarchiv AXA Winterthur,Pionierstrasse 3,Winterthur,8401,karin.fink@axa-winterthur.ch,+41 58 215 46 28
UZH Archiv,Rämistrasse 71,Zürich,8006,kontakt@archiv.uzh.ch,+41 44 634 23 26
Völkerkundemuseum Universität Zürich / Bibliothek,Pelikanstrasse 40,Zürich,8001,kitab@vmz.uzh.ch,+41 44 634 90 31
Völkerkundemuseum Universität Zürich / Sammlung und Archive,Pelikanstrasse 40,Zürich,8001,musethno@vmz.uzh.ch,+41 44 634 90 10
Winterthurer Bibliotheken / Sammlung Winterthur,Obere Kirchgasse 6,Winterthur,8401,winbib.sammlung@win.ch,+41 52 267 51 55
Zentralbibliothek Zürich,Zähringerplatz 6,Zürich,8001,zb@zb.uzh.ch,+41 44 268 31 00
Zentrum für Gehör und Sprache Zürich / Bibliothek,Frohalpstrasse 78,Zürich,8038,info@zgsz.ch,+41 43 399 89 39
ZHAW Hochschulbibliothek Wädenswil,Grüental,Wädenswil,8820,waedenswil.hsb@zhaw.ch,+41 58 934 59 99
ZHAW Hochschulbibliothek Wintertur,Turbinenstrasse 2,Winterthur,8401,winterthur.hsb@zhaw.ch,+41 58 934 75 00
ZHAW Hochschulbibliothek Zürich,Angew. Psychologie / Soziale Arbeit / Toni-Areal / Pfingstweidstrasse 96,Zürich,8037,zuerich.hsb@zhaw.ch,+41 58 934 86 86
"Zürcher Hochschule der Künste, Medien -und Informationszentrum MIZ Archiv ZHdK","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.archiv@zhdk.ch,+41 43 446 44 60
"Zürcher Hochschule der Künste, Medien- und Informationszentrum MIZ Bibliothek","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.info@zhdk.ch,+41 43 446 44 70
Zürcher James Joyce Stiftung,Augustinergasse 9,Zürich,8001,info@joycefoundation.ch,+41 44 211 83 01
Zürcher Kantonalbank InfoCenter,Bahnhofstrasse 9,Zürich,8010,infocenter@zkb.ch,+41 44 292 45 26
