Institution,Rue,Lieu,ZIP,Email,Tel
UZH Archiv,Rämistrasse 71,Zürich,8006,kontakt@archiv.uzh.ch,044 634 23 26
Völkerkundemuseum Universität Zürich / Bibliothek,Pelikanstrasse 40,Zürich,8001,kitab@vmz.uzh.ch,044 634 90 31
Völkerkundemuseum Universität Zürich / Sammlung und Archive,Pelikanstrasse 40,Zürich,8001,musethno@vmz.uzh.ch,044 634 90 10
Winterthurer Bibliotheken / Sammlung Winterthur,Obere Kirchgasse 6,Winterthur,8401,winbib.sammlung@win.ch,052 267 51 55
Zentralbibliothek Zürich,Zähringerplatz 6,Zürich,8001,zb@zb.uzh.ch,044 2683100
Zentrum für Gehör und Sprache Zürich / Bibliothek,Frohalpstrasse 78,Zürich,8038,info@zgsz.ch,043 3998939
ZHAW Hochschulbibliothek Wädenswil,Grüental,Wädenswil,8820,waedenswil.hsb@zhaw.ch,058 934 59 99
ZHAW Hochschulbibliothek Wintertur,Turbinenstrasse 2,Winterthur,8401,winterthur.hsb@zhaw.ch,058 934 75 00
ZHAW Hochschulbibliothek Zürich,Angew. Psychologie / Soziale Arbeit / Toni-Areal / Pfingstweidstrasse 96,Zürich,8037,zuerich.hsb@zhaw.ch,058 9348686
"Zürcher Hochschule der Künste, Medien -und Informationszentrum MIZ Archiv ZHdK","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.archiv@zhdk.ch,043/4464460
"Zürcher Hochschule der Künste, Medien- und Informationszentrum MIZ Bibliothek","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.info@zhdk.ch,043/4464470
Zürcher James Joyce Stiftung,Augustinergasse 9,Zürich,8001,info@joycefoundation.ch,044/2118301
Zürcher Kantonalbank InfoCenter,Bahnhofstrasse 9,Zürich,8010,infocenter@zkb.ch,044/2924526
