Institution,Rue,Lieu,ZIP,Email,Tel
Schweizerischer Israelitischer Gemeindebund (SIG) / Dokumentation,Gotthardstrasse 65,Zürich,8027,info@swissjews.org,+41 43/305/07/77
Schweizerisches Institut für Kinder- und Jugendmedien SIKJM - Bibliothek,Georgengasse 6,Zürich,8006,bibliothek@sikjm.ch,+41 (0) 43 268 23 10
Schweizerisches Nationalmuseum / Landesmuseum Zürich / Bibliothek,Museumstrasse 2,Zürich,8021,bibliothek@nationalmuseum.ch,044/218.65.31
Schweizerisches Sozialarchiv,Stadelhoferstrasse 12,Zürich,8001,kontakt@sozialarchiv.ch,+41 43/268/87/50
Schwubliothek / Bibliothek der HAZ - Queer Zürich,Sihlquai 67,Zürich,8005,schwubliothek@haz.ch,(044) 271-22-50
Seminar für Allgemeine und Vergleichende Literaturwissenschaft der Universität Zürich / Bibliothek,Plattenstrasse 43,Zürich,8032,mnebel@komp.uzh.ch,044-634-35-35
Seminar für Griechische und Lateinische Philologie / Bibliothek Abteilung Antike,Rämistrasse 68,Zürich,8001,bibliothek@sglp.uzh.ch,+41 44/634.20.41
SIK-ISEA Schweizerisches Institut für Kunstwissenschaft,Zollikerstrasse 32,Zürich,8032,sik@sik-isea.ch,044/3885151
Slavisches Seminar der Universität / Bibliothek,Plattenstrasse 43,Zürich,8032,bibliothek@slav.uzh.ch,+4144 634 3518
Sozialdepartement der Stadt Zürich / Informationszentrum,Werdstrasse 75,Zürich,8036,izs@zuerich.ch,044-412-70-00
"Sozialversicherungsgericht des Kantons Zürich, Bibliothek",Lagerhausstrasse 19,Winterthur,8401,mail@svger-zh.ch,052 268 10 10
Soziologisches Institut Bibliothek,Andreasstrasse 15,Zürich,8050,bibsoz@soziologie.uzh.ch,044/6352388
Staatsarchiv des Kantons Zürich,Winterthurerstrasse 170,Zürich,8057,staatsarchivzh@ji.zh.ch,043/258.50.00
Stadt Zürich Geomatik + Vermessung,Weberstrasse 5,Zürich,8004,geoz@zuerich.ch,044/412.42.56
Stadt- und Regionalbibliothek Dietikon,Bremgartnerstrasse 20,Dietikon,8953,bibliothek@dietikon.ch,044/7443636
Stadt- und Regionalbibliothek Uster,Bankstrasse 17,Uster,8610,info@stadtbibliothek-uster.ch,044/9447750
Stadtarchiv und Kläui Bibliothek,Bahnhofstrasse 17,Uster,8610,stadtarchiv@uster.ch,+41 (0) 44 944 72 24
Stadtbibliothek Bülach,Marktgasse 35,Buelach,8180,werner.oetiker@bluewin.ch,079-254-25-86
Stadtbibliothek Dübendorf,Bettlistrasse 22,Dübendorf,8600,stadtbibliothek@duebendorf.ch,044/801.83.53
Stadtbibliothek Winterthur,Obere Kirchgasse 6,Winterthur,8401,stadtbibliothek@win.ch,+41 52/267.51.48
Stadtspital Triemli Medizinische Bibliothek,Birmensdorferstrassse 497,Zürich,8063,bibliothek@triemli.zuerich.ch,+41 (0) 44 416 50 20
Stadtspital Waid / Bibliothek,Tièchestrasse 99,Zürich,8037,bibliothek@waid.zuerich.ch,044 3662180
Statistisches Seminar / Bibliothek,c/o Sozialökonomisches Institut der Universität / Rämistrasse 71,Zürich,8006,soilib@soi.uzh.ch,+41 44/634/21/37
Stiftung Gottfried-Keller-Zentrum,Gottfried Keller-Strasse 8,Glattfelden,8192,info@gkz.ch,+41 (0) 44 867 22 32
Stiftung Hilfswerk der Evangelischen Kirchen Schweiz (HEKS),Seminarstrasse 28,Zürich,8042,direktion@heks.ch,(044) 360-88-00
Switzerland Global Enterprise (S-GE),Stampfenbachstrasse 85,Zürich,8006,info@s-ge.com,044 365 51 51
Tamedia AG Unternehmensarchiv,Werdstrasse 21,Zürich,8021,sandra.reisinger@tamedia.ch,+41 44/248.41.00
Theologisches Seminar der Universität Zürich / Bibliothek,Kirchgasse 9,Zürich,8001,bibliothek@theol.uzh.ch,+4144 634 4715
Thomas Mann-Archiv,"Leopold-Ruzicka-Weg 4, Gebäude HCP/G",Zürich,8093,tma@library.ethz.ch,044/6324045
Tibet-Institut / Bibliothek,Wildbergstrasse,Rikon,8486,bibliothek@tibet-institut.ch,(052) 383-17-29
Tonhalle-Gesellschaft / Bibliothek,Tonhalle Maag / Zahnradstrasse 22,Zürich,8005,orchesterbibliothek@tonhalle.ch,044 206 34 49
Tox Info Suisse,Freiestrasse 16,Zürich,8032,Daniele.Chanson@toxinfo.ch,+41 (0) 44 251 66 66
Universität Zürich Bibliothek der Vetsuisse Fakultät,Winterthurerstrasse 260,Zürich,8057,services@vetbiblio.uzh.ch,+4144 635 8125
Universität Zürich / Bibliothek für Volkswirtschaft,Rämistrasse 71,Zürich,8006,library@econ.uzh.ch,044/634.21.37
Universität Zürich / EBPI / Bibliothek,Hirschengraben 84,Zürich,8001,bibliothek@ebpi.uzh.ch,+4144 634 4626
Universität Zürich Hauptbibliothek - Medizin Careum,Gloriastrasse 16,Zürich,8006,medizin@hbz.uzh.ch,044 6345050
Universität Zürich Hauptbibliothek - Naturwissenschaften,Winterthurerstrasse 190,Zürich,8057,naturwissenschaften@hbz.uzh.ch,044-635-41-51
Universität Zürich - Institut für Archäologie / Fachbereich Klassische Archäologie / Bibliothek,Rämistrasse 73,Zürich,8006,archinst@archinst.uzh.ch,+41 (0) 44 634 28 11
Universität Zürich / Institut für Erziehungswissenschaft / Bibliothek,Freiestrasse 36,Zürich,8032,bibl@ife.uzh.ch,(044) 634-27-65
Universität Zürich: Phonogrammarchiv,Rämistrasse 71,Zürich,8006,kontakt@paz.uzh.ch,+41 (0) 44 634 39 90
Universitäts-Kinderspital Zürich - Bibliothek,Steinwiesstrasse 75,Zürich,8032,kispi.bibliothek@kispi.uzh.ch,+41 44/266.72.45
Unternehmensarchiv AXA Winterthur,Pionierstrasse 3,Winterthur,8401,karin.fink@axa-winterthur.ch,+41 58/215.46.28
UZH Archiv,Rämistrasse 71,Zürich,8006,kontakt@archiv.uzh.ch,044 634 23 26
Völkerkundemuseum Universität Zürich / Bibliothek,Pelikanstrasse 40,Zürich,8001,kitab@vmz.uzh.ch,044-634-90-31
Völkerkundemuseum Universität Zürich / Sammlung und Archive,Pelikanstrasse 40,Zürich,8001,musethno@vmz.uzh.ch,+4144 634 9010
Winterthurer Bibliotheken / Sammlung Winterthur,Obere Kirchgasse 6,Winterthur,8401,winbib.sammlung@win.ch,052 2675155
Zentralbibliothek Zürich,Zähringerplatz 6,Zürich,8001,zb@zb.uzh.ch,+41 44/268.31.00
Zentrum für Gehör und Sprache Zürich / Bibliothek,Frohalpstrasse 78,Zürich,8038,info@zgsz.ch,+41 (0) 43 399 89 39
ZHAW Hochschulbibliothek Wädenswil,Grüental,Wädenswil,8820,waedenswil.hsb@zhaw.ch,(058) 934-59-99
ZHAW Hochschulbibliothek Wintertur,Turbinenstrasse 2,Winterthur,8401,winterthur.hsb@zhaw.ch,+41 58/934/75/00
ZHAW Hochschulbibliothek Zürich,Angew. Psychologie / Soziale Arbeit / Toni-Areal / Pfingstweidstrasse 96,Zürich,8037,zuerich.hsb@zhaw.ch,+4158 934 8686
"Zürcher Hochschule der Künste, Medien -und Informationszentrum MIZ Archiv ZHdK","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.archiv@zhdk.ch,+41 (0) 43 446 44 60
"Zürcher Hochschule der Künste, Medien- und Informationszentrum MIZ Bibliothek","Toni-Areal, Pfingstweidstrasse 96",Zürich,8005,miz.info@zhdk.ch,043/446.44.70
Zürcher James Joyce Stiftung,Augustinergasse 9,Zürich,8001,info@joycefoundation.ch,+41 44/211.83.01
Zürcher Kantonalbank InfoCenter,Bahnhofstrasse 9,Zürich,8010,infocenter@zkb.ch,(044) 292-45-26
